brand,model,approx_price_EUR,primary_camera,secondary_camera,WLAN,bluetooth,sensors,colors,internal_memory,release_year,release_month/quarter,removable/non-removable,battery_type,battery_current,display_resolution,display_size,GPRS,EDGE,dimentions,SIM,CPU,Chipset,GPU,memory_card,RAM,GPS,OS,label
5.0,535.0,162.02877697841726,13.0,4.0,0.0,8.0,8.0,188.0,127.0,2010.0,9.0,1.0,9.0,27.0,41.0,75.0,1.0,4.0,113.0,3.0,84.0,16.0,4.0,46.0,18.0,2.0,63.0,1.0
5.0,535.0,162.02877697841726,13.0,4.0,0.0,8.0,8.0,177.0,127.0,2010.0,9.0,1.0,9.0,27.0,41.0,75.0,1.0,4.0,113.0,3.0,84.0,16.0,4.0,46.0,18.0,2.0,63.0,1.0
5.0,535.0,162.02877697841726,13.0,4.0,0.0,8.0,8.0,37.0,127.0,2010.0,9.0,1.0,9.0,27.0,41.0,75.0,1.0,4.0,113.0,3.0,84.0,16.0,4.0,46.0,18.0,2.0,63.0,1.0
5.0,577.0,162.02877697841726,14.0,4.0,0.0,8.0,8.0,492.0,127.0,2010.0,9.0,1.0,9.0,22.0,41.0,75.0,12.0,4.0,1474.0,3.0,84.0,16.0,4.0,46.0,18.0,2.0,63.0,1.0
5.0,577.0,162.02877697841726,14.0,4.0,0.0,8.0,8.0,106.0,127.0,2010.0,9.0,1.0,9.0,22.0,41.0,75.0,12.0,4.0,1474.0,3.0,84.0,16.0,4.0,46.0,18.0,2.0,63.0,1.0
5.0,577.0,162.02877697841726,14.0,4.0,0.0,8.0,8.0,188.0,127.0,2010.0,9.0,1.0,9.0,22.0,41.0,75.0,12.0,4.0,1474.0,3.0,84.0,16.0,4.0,46.0,18.0,2.0,63.0,1.0
5.0,577.0,162.02877697841726,14.0,4.0,0.0,8.0,8.0,177.0,127.0,2010.0,9.0,1.0,9.0,22.0,41.0,75.0,12.0,4.0,1474.0,3.0,84.0,16.0,4.0,46.0,18.0,2.0,63.0,1.0
5.0,577.0,162.02877697841726,14.0,4.0,0.0,8.0,8.0,37.0,127.0,2010.0,9.0,1.0,9.0,22.0,41.0,75.0,12.0,4.0,1474.0,3.0,84.0,16.0,4.0,46.0,18.0,2.0,63.0,1.0
11.0,199.0,162.02877697841726,14.0,4.0,0.0,8.0,8.0,333.0,127.0,2010.0,9.0,1.0,9.0,22.0,128.0,209.0,12.0,4.0,847.0,11.0,84.0,16.0,4.0,19.0,18.0,2.0,63.0,1.0
11.0,198.0,162.02877697841726,14.0,4.0,0.0,8.0,8.0,333.0,127.0,2010.0,9.0,1.0,9.0,22.0,128.0,179.0,12.0,4.0,617.0,11.0,84.0,16.0,4.0,19.0,18.0,2.0,63.0,1.0
11.0,543.0,162.02877697841726,14.0,4.0,0.0,8.0,8.0,333.0,127.0,2010.0,9.0,1.0,9.0,0.0,128.0,179.0,12.0,4.0,617.0,11.0,84.0,16.0,4.0,19.0,18.0,2.0,63.0,1.0
11.0,538.0,162.02877697841726,14.0,4.0,0.0,8.0,8.0,554.0,127.0,2010.0,9.0,1.0,9.0,0.0,128.0,179.0,12.0,4.0,945.0,11.0,84.0,16.0,4.0,19.0,18.0,2.0,63.0,1.0
11.0,538.0,162.02877697841726,14.0,4.0,0.0,8.0,8.0,283.0,127.0,2010.0,9.0,1.0,9.0,0.0,128.0,179.0,12.0,4.0,945.0,11.0,84.0,16.0,4.0,19.0,18.0,2.0,63.0,1.0
11.0,1720.0,162.02877697841726,14.0,4.0,0.0,8.0,8.0,526.0,127.0,2010.0,9.0,1.0,9.0,22.0,128.0,179.0,12.0,4.0,973.0,11.0,84.0,16.0,4.0,19.0,18.0,2.0,63.0,1.0
11.0,541.0,162.02877697841726,14.0,4.0,0.0,8.0,8.0,526.0,127.0,2010.0,9.0,1.0,9.0,22.0,128.0,179.0,12.0,4.0,973.0,11.0,84.0,16.0,4.0,19.0,18.0,2.0,63.0,1.0
11.0,542.0,162.02877697841726,14.0,4.0,0.0,8.0,8.0,526.0,127.0,2010.0,9.0,1.0,9.0,19.0,128.0,166.0,12.0,4.0,977.0,11.0,84.0,16.0,4.0,19.0,18.0,2.0,63.0,1.0
11.0,540.0,162.02877697841726,14.0,4.0,0.0,8.0,8.0,526.0,127.0,2010.0,9.0,1.0,9.0,19.0,128.0,179.0,12.0,4.0,946.0,11.0,84.0,16.0,4.0,19.0,18.0,2.0,63.0,1.0
11.0,539.0,162.02877697841726,14.0,4.0,0.0,8.0,8.0,526.0,127.0,2010.0,9.0,1.0,9.0,19.0,128.0,179.0,12.0,4.0,944.0,11.0,84.0,16.0,4.0,19.0,18.0,2.0,63.0,1.0
11.0,537.0,162.02877697841726,14.0,4.0,0.0,8.0,8.0,526.0,127.0,2010.0,9.0,1.0,9.0,24.0,128.0,2.0,12.0,4.0,986.0,11.0,84.0,16.0,4.0,19.0,18.0,2.0,63.0,1.0
12.0,467.0,162.02877697841726,3.0,9.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,9.0,0.0,97.0,173.0,15.0,4.0,100.0,1.0,84.0,16.0,4.0,57.0,18.0,2.0,63.0,1.0
12.0,434.0,162.02877697841726,3.0,9.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,9.0,0.0,97.0,155.0,15.0,4.0,100.0,1.0,84.0,16.0,4.0,57.0,18.0,2.0,63.0,1.0
12.0,488.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,429.0,127.0,2010.0,9.0,1.0,9.0,7.0,82.0,155.0,15.0,4.0,0.0,1.0,84.0,16.0,4.0,57.0,18.0,2.0,63.0,1.0
12.0,488.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,30.0,127.0,2010.0,9.0,1.0,9.0,7.0,82.0,155.0,15.0,4.0,0.0,1.0,84.0,16.0,4.0,57.0,18.0,2.0,63.0,1.0
12.0,488.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,257.0,127.0,2010.0,9.0,1.0,9.0,7.0,82.0,155.0,15.0,4.0,0.0,1.0,84.0,16.0,4.0,57.0,18.0,2.0,63.0,1.0
12.0,464.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,9.0,16.0,129.0,154.0,15.0,4.0,0.0,1.0,84.0,16.0,4.0,57.0,18.0,2.0,63.0,1.0
12.0,447.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,9.0,16.0,82.0,155.0,12.0,4.0,0.0,1.0,84.0,16.0,4.0,57.0,18.0,2.0,63.0,1.0
12.0,423.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,483.0,127.0,2010.0,9.0,1.0,9.0,16.0,82.0,155.0,15.0,4.0,0.0,1.0,84.0,16.0,4.0,57.0,18.0,2.0,63.0,1.0
12.0,423.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,100.0,127.0,2010.0,9.0,1.0,9.0,16.0,82.0,155.0,15.0,4.0,0.0,1.0,84.0,16.0,4.0,57.0,18.0,2.0,63.0,1.0
12.0,414.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,429.0,127.0,2010.0,9.0,1.0,9.0,7.0,44.0,75.0,15.0,4.0,0.0,1.0,84.0,16.0,4.0,57.0,18.0,2.0,63.0,1.0
12.0,414.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,30.0,127.0,2010.0,9.0,1.0,9.0,7.0,44.0,75.0,15.0,4.0,0.0,1.0,84.0,16.0,4.0,57.0,18.0,2.0,63.0,1.0
12.0,414.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,257.0,127.0,2010.0,9.0,1.0,9.0,7.0,44.0,75.0,15.0,4.0,0.0,1.0,84.0,16.0,4.0,57.0,18.0,2.0,63.0,1.0
12.0,454.0,162.02877697841726,16.0,4.0,0.0,11.0,8.0,429.0,127.0,2010.0,9.0,1.0,9.0,12.0,44.0,75.0,12.0,4.0,611.0,1.0,84.0,16.0,4.0,57.0,18.0,2.0,63.0,1.0
12.0,454.0,162.02877697841726,16.0,4.0,0.0,11.0,8.0,35.0,127.0,2010.0,9.0,1.0,9.0,12.0,44.0,75.0,12.0,4.0,611.0,1.0,84.0,16.0,4.0,57.0,18.0,2.0,63.0,1.0
12.0,436.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,440.0,127.0,2010.0,9.0,1.0,9.0,12.0,82.0,155.0,12.0,4.0,0.0,1.0,84.0,16.0,4.0,57.0,18.0,2.0,63.0,1.0
12.0,436.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,50.0,127.0,2010.0,9.0,1.0,9.0,12.0,82.0,155.0,12.0,4.0,0.0,1.0,84.0,16.0,4.0,57.0,18.0,2.0,63.0,1.0
12.0,436.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,21.0,127.0,2010.0,9.0,1.0,9.0,12.0,82.0,155.0,12.0,4.0,0.0,1.0,84.0,16.0,4.0,57.0,18.0,2.0,63.0,1.0
12.0,397.0,162.02877697841726,17.0,4.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,9.0,12.0,43.0,75.0,15.0,4.0,0.0,1.0,84.0,16.0,4.0,43.0,18.0,2.0,63.0,1.0
12.0,399.0,162.02877697841726,17.0,4.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,10.0,31.0,43.0,75.0,12.0,4.0,0.0,1.0,84.0,16.0,4.0,57.0,18.0,2.0,63.0,1.0
12.0,401.0,162.02877697841726,17.0,4.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,10.0,19.0,44.0,75.0,12.0,4.0,597.0,1.0,84.0,16.0,4.0,57.0,18.0,2.0,63.0,1.0
12.0,484.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,9.0,16.0,81.0,155.0,15.0,4.0,0.0,1.0,84.0,16.0,4.0,43.0,18.0,2.0,63.0,1.0
12.0,459.0,162.02877697841726,17.0,4.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,9.0,0.0,82.0,155.0,12.0,4.0,750.0,1.0,84.0,16.0,4.0,57.0,18.0,2.0,63.0,1.0
12.0,425.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,9.0,0.0,81.0,155.0,15.0,4.0,0.0,1.0,84.0,16.0,4.0,57.0,18.0,2.0,63.0,1.0
12.0,420.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,9.0,33.0,82.0,155.0,12.0,4.0,69.0,1.0,84.0,16.0,4.0,57.0,18.0,2.0,63.0,1.0
12.0,469.0,30.0,3.0,4.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,9.0,7.0,105.0,173.0,15.0,4.0,0.0,3.0,84.0,16.0,4.0,44.0,18.0,2.0,63.0,1.0
12.0,450.0,10.0,17.0,4.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,9.0,12.0,43.0,75.0,15.0,4.0,0.0,3.0,84.0,16.0,4.0,44.0,18.0,2.0,63.0,1.0
12.0,417.0,20.0,3.0,4.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,9.0,2.0,81.0,155.0,15.0,4.0,0.0,3.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,477.0,20.0,3.0,4.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,9.0,19.0,96.0,155.0,15.0,4.0,0.0,3.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,456.0,20.0,3.0,4.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,9.0,12.0,91.0,155.0,15.0,4.0,0.0,3.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,455.0,20.0,17.0,4.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,9.0,0.0,91.0,155.0,15.0,4.0,0.0,3.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,258.0,162.02877697841726,8.0,6.0,2.0,11.0,7.0,599.0,95.0,2010.0,9.0,1.0,9.0,0.0,114.0,181.0,3.0,1.0,0.0,3.0,48.0,16.0,4.0,50.0,8.0,2.0,20.0,1.0
12.0,208.0,50.0,3.0,6.0,2.0,11.0,7.0,410.0,51.0,2010.0,9.0,1.0,9.0,0.0,105.0,171.0,3.0,1.0,0.0,3.0,48.0,16.0,4.0,50.0,13.0,2.0,24.0,1.0
12.0,433.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,9.0,0.0,96.0,155.0,15.0,4.0,0.0,3.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,468.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,9.0,7.0,104.0,173.0,15.0,4.0,621.0,4.0,84.0,16.0,4.0,44.0,18.0,2.0,63.0,1.0
12.0,402.0,10.0,16.0,4.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,9.0,7.0,43.0,75.0,15.0,4.0,0.0,4.0,84.0,16.0,4.0,44.0,18.0,2.0,63.0,1.0
12.0,375.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,9.0,2.0,81.0,155.0,15.0,4.0,0.0,4.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,462.0,162.02877697841726,16.0,4.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,9.0,7.0,81.0,155.0,15.0,4.0,0.0,4.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,461.0,162.02877697841726,16.0,4.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,12.0,12.0,81.0,155.0,15.0,4.0,0.0,4.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,474.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,12.0,12.0,96.0,155.0,15.0,4.0,0.0,4.0,84.0,16.0,4.0,50.0,18.0,2.0,63.0,1.0
12.0,526.0,162.02877697841726,5.0,6.0,7.0,11.0,3.0,489.0,72.0,2010.0,9.0,1.0,12.0,12.0,120.0,180.0,15.0,1.0,0.0,11.0,2.0,20.0,1.0,50.0,13.0,7.0,20.0,1.0
12.0,286.0,162.02877697841726,8.0,9.0,7.0,11.0,3.0,410.0,127.0,2010.0,9.0,1.0,12.0,2.0,111.0,180.0,15.0,1.0,0.0,3.0,1.0,16.0,4.0,50.0,18.0,2.0,18.0,1.0
12.0,232.0,140.0,12.0,9.0,7.0,11.0,3.0,410.0,127.0,2010.0,9.0,1.0,12.0,2.0,117.0,181.0,15.0,1.0,0.0,3.0,51.0,14.0,6.0,50.0,18.0,4.0,21.0,1.0
12.0,471.0,40.0,5.0,4.0,7.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,12.0,2.0,111.0,173.0,15.0,7.0,0.0,3.0,84.0,16.0,4.0,50.0,18.0,2.0,63.0,1.0
12.0,472.0,40.0,5.0,4.0,7.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,12.0,2.0,105.0,173.0,15.0,7.0,0.0,3.0,84.0,16.0,4.0,50.0,18.0,2.0,63.0,1.0
12.0,424.0,20.0,3.0,4.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,12.0,2.0,81.0,155.0,15.0,4.0,0.0,3.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,440.0,30.0,3.0,4.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,9.0,25.0,81.0,155.0,15.0,4.0,0.0,3.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,721.0,40.0,3.0,4.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,9.0,29.0,91.0,155.0,15.0,4.0,0.0,3.0,84.0,16.0,4.0,55.0,18.0,2.0,63.0,1.0
12.0,393.0,30.0,3.0,4.0,0.0,11.0,8.0,429.0,127.0,2010.0,9.0,1.0,9.0,29.0,91.0,155.0,15.0,4.0,0.0,3.0,84.0,16.0,4.0,44.0,18.0,2.0,63.0,1.0
12.0,393.0,30.0,3.0,4.0,0.0,11.0,8.0,104.0,127.0,2010.0,9.0,1.0,9.0,29.0,91.0,155.0,15.0,4.0,0.0,3.0,84.0,16.0,4.0,44.0,18.0,2.0,63.0,1.0
12.0,406.0,10.0,17.0,4.0,0.0,11.0,8.0,429.0,127.0,2010.0,9.0,1.0,12.0,12.0,43.0,123.0,12.0,4.0,0.0,3.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,406.0,10.0,17.0,4.0,0.0,11.0,8.0,36.0,127.0,2010.0,9.0,1.0,12.0,12.0,43.0,123.0,12.0,4.0,0.0,3.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,406.0,10.0,17.0,4.0,0.0,11.0,8.0,250.0,127.0,2010.0,9.0,1.0,12.0,12.0,43.0,123.0,12.0,4.0,0.0,3.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,405.0,10.0,17.0,4.0,0.0,11.0,8.0,429.0,127.0,2010.0,9.0,1.0,12.0,12.0,40.0,75.0,12.0,4.0,0.0,3.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,405.0,10.0,17.0,4.0,0.0,11.0,8.0,36.0,127.0,2010.0,9.0,1.0,12.0,12.0,40.0,75.0,12.0,4.0,0.0,3.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,405.0,10.0,17.0,4.0,0.0,11.0,8.0,34.0,127.0,2010.0,9.0,1.0,12.0,12.0,40.0,75.0,12.0,4.0,0.0,3.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,274.0,70.0,8.0,4.0,7.0,11.0,3.0,410.0,127.0,2010.0,9.0,1.0,12.0,9.0,106.0,172.0,15.0,7.0,723.0,3.0,48.0,16.0,4.0,44.0,18.0,4.0,16.0,1.0
12.0,525.0,100.0,17.0,4.0,1.0,11.0,3.0,600.0,127.0,2010.0,9.0,1.0,9.0,25.0,126.0,180.0,12.0,4.0,1015.0,12.0,7.0,16.0,4.0,50.0,18.0,2.0,18.0,1.0
12.0,346.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,425.0,127.0,2010.0,9.0,1.0,9.0,19.0,82.0,155.0,12.0,4.0,844.0,3.0,84.0,16.0,4.0,55.0,18.0,2.0,63.0,1.0
12.0,346.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,257.0,127.0,2010.0,9.0,1.0,9.0,19.0,82.0,155.0,12.0,4.0,844.0,3.0,84.0,16.0,4.0,55.0,18.0,2.0,63.0,1.0
12.0,282.0,120.0,11.0,9.0,7.0,11.0,3.0,410.0,127.0,2010.0,9.0,1.0,9.0,7.0,119.0,180.0,15.0,7.0,996.0,3.0,1.0,16.0,4.0,50.0,18.0,4.0,17.0,1.0
12.0,524.0,100.0,17.0,4.0,1.0,11.0,3.0,410.0,127.0,2010.0,9.0,1.0,9.0,0.0,121.0,180.0,12.0,4.0,1007.0,11.0,3.0,16.0,4.0,50.0,18.0,4.0,18.0,1.0
12.0,439.0,30.0,3.0,4.0,0.0,11.0,8.0,603.0,127.0,2010.0,9.0,1.0,9.0,0.0,82.0,155.0,15.0,4.0,798.0,3.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,489.0,20.0,3.0,4.0,0.0,11.0,8.0,429.0,127.0,2010.0,9.0,1.0,9.0,13.0,82.0,155.0,12.0,4.0,688.0,3.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,489.0,20.0,3.0,4.0,0.0,11.0,8.0,31.0,127.0,2010.0,9.0,1.0,9.0,13.0,82.0,155.0,12.0,4.0,688.0,3.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,364.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,9.0,12.0,82.0,155.0,15.0,4.0,857.0,3.0,84.0,16.0,4.0,44.0,18.0,2.0,63.0,1.0
12.0,380.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,9.0,0.0,82.0,155.0,12.0,4.0,802.0,3.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,380.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,259.0,127.0,2010.0,9.0,1.0,9.0,0.0,82.0,155.0,12.0,4.0,802.0,3.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,452.0,162.02877697841726,17.0,4.0,0.0,11.0,8.0,429.0,127.0,2010.0,9.0,1.0,9.0,18.0,44.0,75.0,12.0,4.0,561.0,3.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,372.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,429.0,127.0,2010.0,9.0,1.0,9.0,0.0,92.0,155.0,15.0,4.0,792.0,3.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,412.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,429.0,127.0,2010.0,9.0,1.0,9.0,0.0,92.0,155.0,15.0,4.0,819.0,3.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,408.0,162.02877697841726,17.0,4.0,0.0,11.0,8.0,429.0,127.0,2010.0,9.0,1.0,9.0,18.0,43.0,123.0,12.0,4.0,0.0,3.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,404.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,429.0,127.0,2010.0,9.0,1.0,9.0,5.0,44.0,75.0,12.0,4.0,280.0,3.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,482.0,162.02877697841726,5.0,4.0,0.0,11.0,8.0,429.0,127.0,2010.0,9.0,1.0,9.0,33.0,82.0,155.0,15.0,4.0,789.0,3.0,84.0,16.0,4.0,44.0,18.0,2.0,63.0,1.0
12.0,470.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,428.0,127.0,2010.0,9.0,1.0,9.0,12.0,82.0,155.0,12.0,4.0,758.0,3.0,84.0,16.0,4.0,55.0,18.0,2.0,63.0,1.0
12.0,451.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,429.0,127.0,2010.0,9.0,1.0,9.0,33.0,82.0,155.0,15.0,4.0,809.0,3.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,445.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,9.0,0.0,82.0,155.0,15.0,4.0,746.0,3.0,84.0,16.0,4.0,44.0,18.0,2.0,63.0,1.0
12.0,431.0,162.02877697841726,5.0,4.0,0.0,11.0,8.0,422.0,127.0,2010.0,9.0,1.0,9.0,0.0,92.0,155.0,15.0,4.0,755.0,3.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,356.0,162.02877697841726,17.0,4.0,0.0,11.0,8.0,426.0,127.0,2010.0,9.0,1.0,9.0,0.0,44.0,123.0,12.0,4.0,440.0,3.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,354.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,429.0,127.0,2010.0,9.0,1.0,9.0,18.0,44.0,75.0,12.0,4.0,367.0,3.0,84.0,16.0,4.0,55.0,18.0,2.0,63.0,1.0
12.0,344.0,162.02877697841726,17.0,4.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,9.0,35.0,82.0,155.0,12.0,4.0,584.0,3.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,476.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,9.0,19.0,104.0,173.0,15.0,4.0,558.0,3.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,1905.0,162.02877697841726,7.0,4.0,0.0,11.0,8.0,430.0,127.0,2010.0,9.0,1.0,9.0,19.0,106.0,173.0,15.0,7.0,623.0,3.0,84.0,16.0,4.0,50.0,18.0,2.0,63.0,1.0
12.0,266.0,162.02877697841726,5.0,4.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,9.0,12.0,103.0,162.0,15.0,4.0,0.0,3.0,84.0,16.0,4.0,44.0,18.0,2.0,63.0,1.0
12.0,278.0,162.02877697841726,8.0,9.0,1.0,11.0,3.0,424.0,127.0,2010.0,9.0,1.0,9.0,19.0,106.0,173.0,15.0,7.0,742.0,3.0,43.0,9.0,5.0,50.0,18.0,4.0,16.0,1.0
12.0,481.0,162.02877697841726,5.0,4.0,0.0,11.0,8.0,429.0,127.0,2010.0,9.0,1.0,9.0,18.0,82.0,155.0,15.0,4.0,789.0,3.0,84.0,16.0,4.0,44.0,18.0,2.0,63.0,1.0
12.0,478.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,429.0,127.0,2010.0,9.0,1.0,9.0,19.0,92.0,155.0,15.0,4.0,773.0,3.0,84.0,16.0,4.0,44.0,18.0,2.0,63.0,1.0
12.0,400.0,162.02877697841726,3.0,4.0,0.0,8.0,8.0,410.0,127.0,2010.0,9.0,1.0,9.0,0.0,43.0,123.0,12.0,4.0,0.0,3.0,84.0,16.0,4.0,55.0,18.0,2.0,63.0,1.0
12.0,395.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,9.0,0.0,58.0,123.0,15.0,4.0,0.0,3.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,395.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,33.0,127.0,2010.0,9.0,1.0,9.0,0.0,58.0,123.0,15.0,4.0,0.0,3.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,369.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,9.0,0.0,92.0,155.0,15.0,4.0,772.0,3.0,84.0,16.0,4.0,44.0,18.0,2.0,63.0,1.0
12.0,465.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,556.0,127.0,2010.0,9.0,1.0,9.0,0.0,67.0,123.0,15.0,4.0,0.0,3.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,441.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,425.0,127.0,2010.0,9.0,1.0,9.0,0.0,68.0,123.0,15.0,4.0,1415.0,3.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,280.0,162.02877697841726,8.0,4.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,9.0,0.0,106.0,180.0,15.0,4.0,835.0,3.0,84.0,16.0,4.0,44.0,18.0,2.0,63.0,1.0
12.0,383.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,410.0,127.0,2010.0,9.0,1.0,12.0,0.0,92.0,155.0,15.0,4.0,834.0,3.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,383.0,162.02877697841726,3.0,4.0,0.0,11.0,8.0,192.0,127.0,2010.0,9.0,1.0,12.0,0.0,92.0,155.0,15.0,4.0,834.0,3.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
12.0,490.0,30.0,3.0,4.0,0.0,11.0,8.0,429.0,127.0,2010.0,9.0,1.0,12.0,0.0,82.0,155.0,15.0,4.0,68.0,3.0,84.0,16.0,4.0,58.0,18.0,2.0,63.0,1.0
